ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	HISTORY	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
493	ʃ t r a ŋ	*strángiz	ʃ t r a ŋ - ( - - )	ʃtraŋ	Strang	135	German					string	*strángiz	265
607	s t ʌ d	*stōdą	s t ʌ d - ( - )	stʌd	stud	167	English					stud	*stōdą	359
2229	s t ō d	*stōdą	s t ʌ d - ( - )	stʌd	stōd	167	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			stud	*stōdą	359
606	ʃ t uː t ə	*stōdą	ʃ t uː t ə ( - )	ʃtuːtə	Stute	167	German					stud	*stōdą	359
1872	z oː m ə r	*súmaraz	z oː m ə r ( - - )	zoːmər	zomer	513	Dutch					summer	*súmaraz	266
1871	s ʌ m ə	*súmaraz	s ʌ m ə r ( - - )	sʌmə	summer	513	English					summer	*súmaraz	266
2230	s u m e r	*súmaraz	s ʌ m ə r ( - - )	sʌmər	sumer	513	Old_English	Note: proto corrected *sumerăz→*sumarăz (Kroonen *sumara-, R/T *sumaraz both have *a). Both sumer and sumor attested (Kroonen); sumer is the regular reflex via a-fronting (R/T §5.1.2, §6.9.6). sumor has unexplained -o- (R/T §3.1.5).	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			summer	*súmaraz	266
1870	z ɔ m ə r	*súmaraz	z ɔ m ə r ( - - )	zɔmər	Sommer	513	German					summer	*súmaraz	266
1758	z ɔ n	*sunnōn	z ɔ n ( - - )	zɔn	zon	481	Dutch					sun	*sunnōn	267
1757	s ʌ n	*sunnōn	s ʌ n ( - - )	sʌn	sun	481	English					sun	*sunnōn	267
2231	s u n n e	*súnnōn	s ʌ n ( - - )	ˈsun.ne	sunne	481	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sun	*sunnōn	267
1756	z ɔ n ə	*sunnōn	z ɔ n ( ə - )	zɔnə	Sonne	481	German					sun	*sunnōn	267
1656	ɑ f s ɔ n d ə r ə	*sundrōjaną	( ɑ f ) s ɔ n d ə r ( ə - - - - - )	ɑfsɔndərə	afzonderen	454	Dutch					sunder	*sundrōjaną	268
1655	s ʌ n d ə	*sundrōjaną	( - - ) s ʌ n d ə r ( - - - - - - )	sʌndə	sunder	454	English					sunder	*sundrōjaną	268
2232	s u n d o r	*súndrōjaną	( - - ) s ʌ n d ə r ( - - - - - - )	sʌndə	sundor-	454	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			sunder	*sundrōjaną	268
1654	z ɔ n d ə r n	*sundrōjaną	( - - ) z ɔ n d ə r ( - n - - - - )	zɔndərn	sondern	454	German					sunder	*sundrōjaną	268
1367	z œy p ə	*sūpaną	z œy p ə - ( - - )	zœypə	zuipen	374	Dutch					sup	*sūpaną	269
1366	s ʌ p	*sūpaną	s ʌ p - - ( - - )	sʌp	sup	374	English					sup	*sūpaną	269
2233	s ū p a n	*sūpaną	s ʌ p - - ( - - )	sʌp	sūpan	374	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sup	*sūpaną	269
1365	z au f ə n	*sūpaną	z au f ə n ( - - )	zaufən	saufen	374	German					sup	*sūpaną	269
1283	z ʋ aː l yː ʋ	*swalwōn	z ʋ aː l ( yː ʋ - - )	zʋaːlyːʋ	zwaluw	352	Dutch					swallow	*swalwōn	270
1282	s ʋ ɔ l əʊ	*swalwōn	s ʋ ɔ l ( əʊ - - - )	sʋɔləʊ	swallow	352	English					swallow	*swalwōn	270
2234	s w e a l w e	*swálwōn	s ʋ ɔ l ( əʊ - - - )	sʋɔləʊ	swealwe	352	Old_English	Kroonen *swalwōn- f. 'swallow (bird)' → OE swealwe f.; swelgan is the verb 'to swallow'	TSV fix: proto *swalgwōn → *swalwōn (Kroonen *swalwōn-, R/T *swalwa; no *g in this etymology, confused with *swelganą to swallow).			swallow	*swalwōn	270
1281	ʃ v a l b ə	*swalwōn	ʃ v a l ( - b ə - )	ʃvalbə	Schwalbe	352	German					swallow	*swalwōn	270
1630	s ʋ ɔ n	*swánaz	s ʋ ɔ n ( - - )	sʋɔn	swan	447	English					swan	*swánaz	360
2235	s w a n	*swánas	s ʋ ɔ n ( - - )	sʋɔn	swanes	447	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)	 | Note: using gen.sg. *swanas (> swanes)		swan	*swánas	360
1629	ʃ v aː n	*swánaz	ʃ v aː n ( - - )	ʃvaːn	Schwan	447	German					swan	*swánaz	360
679	s ʋ ɛ l	*swéllaną	s ʋ ɛ l - - ( - - )	sʋɛl	swell	186	English					swell	*swéllaną	361
2236	s w e l l a n	*swéllaną	s ʋ ɛ l - - ( - - )	sʋɛl	swellan	186	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			swell	*swéllaną	361
678	ʃ v ɛ l ə n	*swéllaną	ʃ v ɛ l ə n ( - - )	ʃvɛlən	schwellen	186	German					swell	*swéllaną	361
985	z ʋ ɛ m ə	*swímmaną	z ʋ ɛ m ə - ( - - )	zʋɛmə	zwemmen	270	Dutch					swim	*swímmaną	271
984	s ʋ ɪ m	*swímmaną	s ʋ ɪ m - - ( - - )	sʋɪm	swim	270	English					swim	*swímmaną	271
2237	s w i m m a n	*swímmaną	s ʋ ɪ m - - ( - - )	sʋɪm	swimman	270	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			swim	*swímmaną	271
983	ʃ v ɪ m ə n	*swímmaną	ʃ v ɪ m ə n ( - - )	ʃvɪmən	schwimmen	270	German					swim	*swímmaną	271
1078	z ʋ ɛɪ n	*swīną	z ʋ ɛɪ n ( - - )	zʋɛɪn	zwijn	295	Dutch					swine	*swīną	272
1077	s ʋ aɪ n	*swīną	s ʋ aɪ n ( - - )	sʋaɪn	swine	295	English					swine	*swīną	272
2238	s w ī n	*swīną	s ʋ aɪ n ( - - )	sʋaɪn	swīn	295	Old_English	Proto: oblique *swīnăn→*swīną (n. a-stem nom.sg.; Kroonen)				swine	*swīną	272
1076	ʃ v ai n	*swīną	ʃ v ai n ( - - )	ʃvain	Schwein	295	German					swine	*swīną	272
209	z ʋ aː r t	*swérdą	z ʋ aː r t ( - - )	zʋaːrt	zwaard	58	Dutch					sword	*swérdą	273
208	s ɔː d	*swérdą	s - ɔː - d ( - - )	sɔːd	sword	58	English					sword	*swérdą	273
2239	s w e o r d	*swérdą	s - ɔː - d ( - - )	sɔːd	sweord	58	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sword	*swérdą	273
207	ʃ v eː r t	*swérdą	ʃ v eː r t ( - - )	ʃveːrt	Schwert	58	German					sword	*swérdą	273
330	t ɑ p	*tappô	t ɑ p - ( - )	tɑp	tap	91	Dutch					tap	*tappô	274
329	t æ p	*tappô	t æ p - ( - )	tæp	tap	91	English					tap	*tappô	274
2240	t æ p p a	*táppô	t æ p p a	tæppa	tæppa	91	Old_English	N-stem masc. nom.sg.; attested OE `tæppa` (Orel s.v. *tappòn; Kroonen n-stems §1381). The `æ` is analogical — no cell of the nominal paradigm yields lautgesetzlich `tæpp-` (all cells have back vowels in the following syllable at AFB time), and the Class I weak j-verb pathway yields `teppan` via i-umlaut (not `tæppan`). Most plausibly levelled from the co-radical j-stems which themselves show analogical `æ` in the manner of Fulk §12.19 n.6 on `stæppan`. FST's lautgesetzlich output is `tappa` by A-restoration; mismatch retained as a documented analogical case. See DEV_NOTES §17.10.16a–c.				tap	*táppô	274
328	ts a pf ə n	*tappô	ts a pf ə ( n )	t͡sap͡fən	Zapfen	91	German					tap	*tappô	274
1389	t oː m	*táugmaz	t oː - m ( - - )	toːm	toom	380	Dutch					team	*táugmaz	275
1388	t iː m	*táugmaz	t iː - m ( - - )	tiːm	team	380	English					team	*táugmaz	275
2241	t ē a m	*táugmaz	t iː - m ( - - )	tiːm	tēam	380	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			team	*táugmaz	275
1387	ts au m	*táugmaz	ts au - m ( - - )	t͡saum	Zaum	380	German					team	*táugmaz	275
863	t iː n	*téxun	t iː - - n	tiːn	tien	237	Dutch					ten	*téxun	276
862	t ɛ n	*téxun	t ɛ - - n	tɛn	ten	237	English					ten	*téxun	276
2242	t ī e n	*téxun	t ɛ - - n	tɛn	tīen	237	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ten	*téxun	276
861	ts eː n	*téxun	ts eː - - n	t͡seːn	zehn	237	German					ten	*téxun	276
1804	θ eɪ n	*θégnaz	θ eɪ - - n ( - - )	θeɪn	thane	494	English					thane	*θégnaz	362
2243	þ e ġ n	*θégnaz	θ eɪ - - n ( - - )	θeɪn	þeġn	494	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh) | TSV fix: target þæġn → þeġn (R/T reconstruct *θegnaz with *e and give OE þegn, matching pipeline output).			thane	*θégnaz	362
1803	d eː ɡ ə n	*θégnaz	d eː ɡ ə n ( - - )	deːɡən	Degen	494	German					thane	*θégnaz	362
1198	d ɑ ŋ k	*θánkaz	d ɑ ŋ k ( - - )	dɑŋk	dank	328	Dutch	!				thanks	*θánkaz	277
1197	θ æ ŋ k s	*θánkaz	θ æ ŋ k ( - s )	θæŋks	thanks	328	English	!				thanks	*θánkaz	277
2244	þ a n c	*θánkaz	θ æ ŋ k ( - s )	θæŋks	þanc	328	Old_English		TSV: þancas (nom.pl.) → þanc (nom.sg.); *θankăz is masc. a-stem nom.sg.			thanks	*θánkaz	277
1196	d a ŋ k	*θánkaz	d a ŋ k ( - - )	daŋk	Dank	328	German					thanks	*θánkaz	277
952	d ɑ k	*θáką	d ɑ k ( - - )	dɑk	dak	261	Dutch					thatch	*θáką	278
951	θ æ ʧ	*θáką	θ æ ʧ ( - - )	θæʧ	thatch	261	English					thatch	*θáką	278
2245	þ æ c	*θáką	θ æ ʧ ( - - )	θæʧ	þæc	261	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thatch	*θáką	278
950	d a x	*θáką	d a x ( - - )	dax	Dach	261	German					thatch	*θáką	278
652	d iː f	*θéubaz	d iː f ( - - )	diːf	dief	179	Dutch					thief	*θéubaz	279
651	θ iː f	*θéubaz	θ iː f ( - - )	θiːf	thief	179	English					thief	*θéubaz	279
2246	þ ē o f	*θéubaz	θ iː f ( - - )	θiːf	þēof	179	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thief	*θéubaz	279
650	d iː p	*θéubaz	d iː b ( - - )	diːp	Dieb	179	German					thief	*θéubaz	279
715	d ɪ ŋ	*θíngą	d ɪ ŋ - ( - - )	dɪŋ	ding	196	Dutch					thing	*θíngą	280
714	θ ɪ ŋ	*θíngą	θ ɪ ŋ - ( - - )	θɪŋ	thing	196	English					thing	*θíngą	280
2247	þ i n g	*θíngą	θ ɪ ŋ - ( - - )	θɪŋ	þing	196	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thing	*θíngą	280
713	d ɪ ŋ	*θíngą	d ɪ ŋ - ( - - )	dɪŋ	Ding	196	German					thing	*θíngą	280
355	d ɛ ŋ k ə	*θánkijaną	d ɛ ŋ k ( ə - )	dɛŋkə	denken	98	Dutch	Proto: *θankăz → *θankijăną (weak verb, Kroonen *θankjan- 'to think')				think	*θánkijaną	281
354	θ ɪ ŋ k	*θánkijaną	θ ɪ ŋ k ( - - )	θɪŋk	think	98	English	Proto: *θankăz → *θankijăną (weak verb, Kroonen *θankjan- 'to think')				think	*θánkijaną	281
2248	þ e n ċ a n	*θánkijaną	θ ɪ ŋ k ( - - )	θɪŋk	þenċan	98	Old_English	Proto: *θankăz → *θankijăną (Kroonen *θankjan- 'to think'); OE þenċan (wk.v.)				think	*θánkijaną	281
353	d ɛ ŋ k ə n	*θánkijaną	d ɛ ŋ k ( ə n )	dɛŋkən	denken	98	German	Proto: *θankăz → *θankijăną (weak verb, Kroonen *θankjan- 'to think')				think	*θánkijaną	281
67	d ɔ r s t	*θúrstuz	d ɔ r s t ( - - )	dɔrst	dorst	19	Dutch					thirst	*θúrstuz	282
66	θ ɜː s t	*θúrstuz	θ ɜː - s t ( - - )	θɜːst	thirst	19	English					thirst	*θúrstuz	282
2249	þ u r s t	*θúrstuz	θ ɜː - s t ( - - )	θɜːst	þurst	19	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thirst	*θúrstuz	282
65	d ʊ r s t	*θúrstuz	d ʊ r s t ( - - )	dʊrst	Durst	19	German					thirst	*θúrstuz	282
1716	d ɪ s t ə l	*θéstilaz	d ɪ s t ə l ( - - )	dɪstəl	distel	470	Dutch					thistle	*θéstilaz	283
1715	θ ɪ s ə l	*θéstilaz	θ ɪ s - ə l ( - - )	θɪsḷ	thistle	470	English					thistle	*θéstilaz	283
2250	þ i s t l e s	*θístilas	θ ɪ s t l e s	θɪstles	þistles	470	Old_English	Paradigm-cell target: GenSg þistles (masc. a-stem). NomSg simplex *þistl is unattested in OE manuscripts; the only attested simplex NomSg is broken þistel (via late-WS svarabhakti, Campbell §§360–363, Hogg §§6.30–6.36), which is not modeled in this FST since the other ten -Cl/Cn/Cm# rows (bōsm, botm, hæsl, nǣdl, ofn, hræfn, scofl, stefn, tācn, wǣpn) deliberately target unbroken Beowulf-poetic / early / Anglian forms. GenSg þistles is fully attested as the inflectional stem and lautgesetzlich (medial cluster, no parasiting; Campbell §363 textbook trio). See DEV_NOTES §17.18.	Source: Wiktionary etymology (template:inh) | Proto corrected: Kluge-Seebold *þistila- with root *i; Orel gives underlying *þe(x)stilaz but all daughter languages show *i (see notable_findings §8)			thistle	*θístilaz	283
1714	d ɪ s t ə l	*θéstilaz	d ɪ s t ə l ( - - )	dɪstəl	Distel	470	German					thistle	*θéstilaz	283
1660	d oː r n	*θúrnaz	d oː r n ( - - )	doːrn	doorn	455	Dutch	Adopt *θurnăz (m. a-stem; Kroonen *θurna-). A u-stem reformation *θurnuz is reflected in Gothic þaurnus (u-stem), and Old Norse also shows an ija-stem variant þyrnir 'thorn' (alongside þorn).				thorn	*θúrnaz	284
1659	θ ɔː n	*θúrnaz	θ ɔː - n ( - - )	θɔːn	thorn	455	English	Adopt *θurnăz (m. a-stem; Kroonen *θurna-). A u-stem reformation *θurnuz is reflected in Gothic þaurnus (u-stem), and Old Norse also shows an ija-stem variant þyrnir 'thorn' (alongside þorn).				thorn	*θúrnaz	284
2251	þ o r n	*θúrnaz	θ ɔː - n ( - - )	θɔːn	þorn	455	Old_English	Adopt *θurnăz (m. a-stem; Kroonen *θurna-). A u-stem reformation *θurnuz is reflected in Gothic þaurnus (u-stem), and Old Norse also shows an ija-stem variant þyrnir 'thorn' (alongside þorn).				thorn	*θúrnaz	284
1658	d ɔ r n	*θúrnaz	d ɔ r n ( - - )	dɔrn	Dorn	455	German	Adopt *θurnăz (m. a-stem; Kroonen *θurna-). A u-stem reformation *θurnuz is reflected in Gothic þaurnus (u-stem), and Old Norse also shows an ija-stem variant þyrnir 'thorn' (alongside þorn).				thorn	*θúrnaz	284
427	d œy z ə n t	*θūs-undī	d œy z ( - ) ə n t ( - )	dœyzənt	duizend	117	Dutch					thousand	*θūs-undī	285
426	θ aʊ z ə n d	*θūs-undī	θ aʊ z ( - ) ə n d ( - )	θaʊzṇd	thousand	117	English					thousand	*θūs-undī	285
2252	þ ū s e n d	*θūs-èndi	θ aʊ z ( - ) ə n d ( - )	θaʊzṇd	þūsend	117	Old_English	Kroonen *θūsundī- f. 'thousand' → OE þūsend; medial -e- is analogical (Vorbild: ærende < *arundiiu); preserved ū (not ȳ) proves -ī lost before i-umlaut (double umlaut would give *þȳsend); OS/OHG retain -u-				thousand	*θūsundī	285
425	t au z ə n d	*θūs-undī	t au z ( - ) ə n d ( - )	tauzənt	tausend	117	German					thousand	*θūs-undī	285
1351	d ɔ r s ə	*θréskaną	d ɔ r - s - ə - ( - - )	dɔrsə	dorsen	370	Dutch					thrash	*θréskaną	286
1350	θ r æ ʃ	*θréskaną	θ - r æ ʃ - - - ( - - )	θræʃ	thrash	370	English					thrash	*θréskaną	286
2253	þ r e s c a n	*θréskaną	θ - r æ ʃ - - - ( - - )	θræʃ	þresċan	370	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thrash	*θréskaną	286
1349	d r ɛ ʃ ə n	*θréskaną	d - r ɛ ʃ - ə n ( - - )	drɛʃən	dreschen	370	German					thrash	*θréskaną	286
228	d r iː	*θréjez	d r iː - ( - - )	driː	drie	63	Dutch					three	*θréjez	287
227	θ r iː	*θréjez	θ r iː - ( - - )	θriː	three	63	English					three	*θréjez	287
2254	þ r ī	*θréjez	θ r iː - ( - - )	θriː	þrī	63	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			three	*θréjez	287
226	d r ai	*θréjez	d r ai - ( - - )	drai	drei	63	German					three	*θréjez	287
550	d ɔ n d ə r	*θúnraz	d ɔ n d ə r ( - - )	dɔndər	donder	150	Dutch					thunder	*θúnraz	288
549	θ ʌ n d ə	*θúnraz	θ ʌ n d ə r ( - - )	θʌndə	thunder	150	English					thunder	*θúnraz	288
2255	þ u n o r	*θúnraz	θ ʌ n d ə r ( - - )	θʌndə	þunor	150	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			thunder	*θúnraz	288
548	d ɔ n ə r	*θúnraz	d ɔ n - ə r ( - - )	dɔnər	Donner	150	German					thunder	*θúnraz	288
981	t eː k	*tikkô	t eː k ( - - )	teːk	teek	269	Dutch					tick	*tikkô	289
980	t ɪ k	*tikkô	t ɪ k ( - - )	tɪk	tick	269	English					tick	*tikkô	289
2256	t i c i a	*tíkkô	t ɪ k ( - - )	tɪk	ticia	269	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			tick	*tikkô	289
979	ts ɛ k ə	*tikkô	ts ɛ k ( ə - )	t͡sɛkə	Zecke	269	German					tick	*tikkô	289
960	t ɛɪ t	*tīdiz	t ɛɪ t ( - - )	tɛɪt	tijd	263	Dutch					tide	*tīdiz	290
959	t aɪ d	*tīdiz	t aɪ d ( - - )	taɪd	tide	263	English					tide	*tīdiz	290
2257	t ī d	*tīdiz	t aɪ d ( - - )	taɪd	tīd	263	Old_English	Kroonen *tīdiz f. i-stem 'time, hour' → OE tīd f.; tīdan is the verb 'to happen'				tide	*tīdiz	290
958	ts ai t	*tīdiz	ts ai t ( - - )	t͡sait	Zeit	263	German					tide	*tīdiz	290
814	t ɪ m b ə	*tímrą	t ɪ m b ə r ( - - )	tɪmbə	timber	223	English					timber	*tímrą	363
2258	t i m b e r	*tímbrą	t ɪ m b ə r ( - - )	tɪmbə	timber	223	Old_English	Kroonen *timbra- with *b; OE timber.	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der) | TSV fix: proto *timrą → *timbrą.			timber	*tímbrą	363
813	ts ɪ m ə r	*tímrą	ts ɪ m - ə r ( - - )	t͡sɪmər	Zimmer	223	German					timber	*tímrą	363
1723	t eː n	*taixōn	t eː ( - - n )	teːn	teen	472	Dutch	TSV fix: proto *taixwō → *taixōn (R/T PNWGmc *taihōn-; -w- from PIE labiovelar already lost in NWGmc)				toe	*taixōn	291
1722	t əʊ	*taixōn	t əʊ ( - - - )	təʊ	toe	472	English	TSV fix: proto *taixwō → *taixōn (R/T PNWGmc *taihōn-)				toe	*taixōn	291
2259	t ā	*táixōn	t ā	taː	tā	472	Old_English		TSV fix: proto *taixwō → *taixōn (R/T §6.6 line 18000: PNWGmc *taihōn- > PWGmc *taihā > OE tāhe > tā by intervocalic h-loss + contraction). | See docs/analysis/four_complex_tsv_items.md			toe	*taixōn	291
1721	ts eː ə	*taixōn	ts eː ( - ə - )	t͡seːə	Zehe	472	German	TSV fix: proto *taixwō → *taixōn (R/T PNWGmc *taihōn-)				toe	*taixōn	291
1592	t eː k ə	*táikną	t eː k ə - ( - - )	teːkə	teken	436	Dutch					token	*táikną	292
1591	t əʊ k ə n	*táikną	t əʊ k ə n ( - - )	təʊkən	token	436	English					token	*táikną	292
2260	t ā c n	*táikną	t əʊ k ə n ( - - )	təʊkən	tācn	436	Old_English	Proto: oblique *taiknăn→*taikną (n. a-stem nom.sg.; Kroonen)				token	*táikną	292
1590	ts ai x ə n	*táikną	ts ai x ə n ( - - )	t͡saixən	Zeichen	436	German					token	*táikną	292
1205	t ɑ ŋ	*tangō	t ɑ ŋ - ( - - )	tɑŋ	tang	330	Dutch					tongs	*tangō	293
1204	t ɔ ŋ z	*tangō	t ɔ ŋ - ( - z )	tɔŋz	tongs	330	English					tongs	*tangō	293
2261	t a n g	*tángō	t ɔ ŋ - ( - z )	tɔŋz	tang	330	Old_English		Épinal-Erfurt c.700 (Pheifer 1974) attests Anglian NomSg *tang* as gloss for forceps; *tang* is the lautgesetzlich NomSg of PGmc *tangō (Sievers §584 / Campbell §585: regular apocope of trimoric *-ō after heavy stem). The later/southern form *tange* is analogical, generalized from AccSg as the strong fem ō-stem paradigm collapsed (Brunner §253 Anm. 3; Campbell §592). Wiktionary cites the late lemma; we prefer the early-Anglian lautgesetzlich form. See DEV_NOTES §17.20.			tongs	*tangō	293
1203	ts a ŋ ə	*tangō	ts a ŋ - ( ə - )	t͡saŋə	Zange	330	German					tongs	*tangō	293
1676	t ɔ ŋ	*tungōn	t ɔ ŋ - - ( - )	tɔŋ	tong	459	Dutch					tongue	*tungōn	294
1675	t ʌ ŋ	*tungōn	t ʌ ŋ - - ( - )	tʌŋ	tongue	459	English					tongue	*tungōn	294
2262	t u n g e	*túngōn	t ʌ ŋ - - ( - )	ˈtuŋɡe	tunge	459	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			tongue	*tungōn	294
1674	ts ʊ ŋ ə	*tungōn	ts ʊ ŋ - ə ( - )	t͡sʊŋə	Zunge	459	German					tongue	*tungōn	294
1742	t œy n	*tūną	t œy n ( - - )	tœyn	tuin	477	Dutch					town	*tūną	295
1741	t aʊ n	*tūną	t aʊ n ( - - )	taʊn	town	477	English					town	*tūną	295
2263	t ū n	*tūną	t aʊ n ( - - )	taʊn	tūn	477	Old_English	Proto: oblique *tūnăn→*tūną (n. a-stem nom.sg.; Kroonen)				town	*tūną	295
1740	ts au n	*tūną	ts au n ( - - )	t͡saun	Zaun	477	German					town	*tūną	295
1684	t r eː d ə	*trédaną	t r eː d ə - ( - - )	treːdə	treden	461	Dutch					tread	*trédaną	296
1683	t r ɛ d	*trédaną	t r ɛ d - - ( - - )	trɛd	tread	461	English					tread	*trédaną	296
2264	t r e d a n	*trédaną	t r ɛ d - - ( - - )	trɛd	tredan	461	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			tread	*trédaną	296
1682	t r eː t ə n	*trédaną	t r eː t ə n ( - - )	treːtən	treten	461	German					tread	*trédaną	296
1218	t r ɔ f	*trúgą	t r ɔ f ( - - )	trɔf	trough	334	English					trough	*trúgą	364
2265	t r o g	*trúgą	t r ɔ f ( - - )	trɔf	trog	334	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)	Normalizing to -g spelling per Kroonen, Hall; both trog/troh attested		trough	*trúgą	364
1217	t r oː k	*trúgą	t r oː k ( - - )	troːk	Trog	334	German					trough	*trúgą	364
656	ʋ aː d ə	*wádaną	ʋ aː d ə - ( - - )	ʋaːdə	waden	180	Dutch					wade	*wádaną	297
655	ʋ eɪ d	*wádaną	ʋ eɪ d - - ( - - )	ʋeɪd	wade	180	English					wade	*wádaną	297
2266	w a d a n	*wádaną	ʋ eɪ d - - ( - - )	ʋeɪd	wadan	180	Old_English	Proto encoding: -aną (full vowel) for A-restoration; R/T §6.3.1	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			wade	*wádaną	297
654	v aː t ə n	*wádaną	v aː t ə n ( - - )	vaːtən	waten	180	German					wade	*wádaną	297
637	ʋ aː ɣ ə	*wágnaz	ʋ aː ɣ ə - ( - - )	ʋaːɣə	wagen	175	Dutch					wain	*wágnaz	298
636	ʋ eɪ n	*wágnaz	ʋ eɪ - - n ( - - )	ʋeɪn	wain	175	English					wain	*wágnaz	298
2267	w æ ġ n	*wágnaz	ʋ eɪ - - n ( - - )	ʋeɪn	wæġn	175	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			wain	*wágnaz	298
635	v aː ɡ ə n	*wágnaz	v aː ɡ ə n ( - - )	vaːɡən	Wagen	175	German					wain	*wágnaz	298
1041	ʋ aː k ə	*wakēną	ʋ aː k ə - ( - - )	ʋaːkə	waken	285	Dutch					wake	*wakēną	299
1040	ʋ eɪ k	*wakēną	ʋ eɪ k - - ( - - )	ʋeɪk	wake	285	English					wake	*wakēną	299
2268	w a c a n	*wákaną	ʋ eɪ k - - ( - - )	ʋeɪk	wacan	285	Old_English	OE wacan is the strong verb (Class VI) 'to wake up' < PGmc *wakaną, not the weak Class III *wakēną 'to be awake' (→ OE wacian). The cognate set GLOSSID 299 conflates both; German wachen continues the weak verb.	Source: Wiktionary etymology (template:inh)			wake	*wákaną	299
1039	v a x ə n	*wakēną	v a x ə n ( - - )	vaxən	wachen	285	German					wake	*wakēną	299
1769	ʋ ɛ r f	*wárpą	ʋ ɛ r f ( - - )	ʋɛrf	werf	484	Dutch					warp	*wárpą	300
1562	ʋ ɛ r p ə	*wérpaną	ʋ ɛ r p ə - ( - - )	ʋɛrpə	werpen	428	Dutch					warp	*wérpaną	300
1768	ʋ ɔː p	*wárpą	ʋ ɔː - p ( - - )	ʋɔːp	warp	484	English					warp	*wárpą	300
2269	w e a r p	*wárpą	ʋ ɔː - p ( - - )	ʋɔːp	wearp	484	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			warp	*wárpą	300
1561	ʋ ɔː p	*wérpaną	ʋ ɔː - p - - ( - - )	ʋɔːp	warp	428	English					warp	*wérpaną	300
2270	w e o r p a n	*wérpaną	ʋ ɔː - p - - ( - - )	ʋɔːp	weorpan	428	Old_English	OE target: wearp→weorpan (inf. of str.v. class III; noun/past 'wearp' in *warpą row)				warp	*wérpaną	300
1767	v ɛ r f t	*wárpą	v ɛ r f ( t - )	vɛrft	Werft	484	German					warp	*wárpą	300
1560	v ɛ r f ə n	*wérpaną	v ɛ r f ə n ( - - )	vɛrfən	werfen	428	German					warp	*wérpaną	300
1173	ʋ r ɑ t	*wartōn	ʋ - r ɑ t -	ʋrɑt	wrat	321	Dutch					wart	*wartōn	301
1172	ʋ ɔː t	*wartōn	ʋ ɔː - - t -	ʋɔːt	wart	321	English					wart	*wartōn	301
2271	w e a r t e	*wártōn	ʋ ɔː - - t -	ʋɔːt	wearte	321	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			wart	*wartōn	301
1171	v a r ts ə	*wartōn	v a r - ts ə	vart͡sə	Warze	321	German					wart	*wartōn	301
1001	ʋ ɑ s ə	*wáskaną	ʋ ɑ s - ə - ( - - )	ʋɑsə	wassen	274	Dutch					wash	*wáskaną	302
1000	ʋ ɔ ʃ	*wáskaną	ʋ ɔ ʃ - - - ( - - )	ʋɔʃ	wash	274	English					wash	*wáskaną	302
